OBSNAME,Abies,Abuta,Acacia,Acalypha-type,Acanthaceae,Acanthus,Acechynomene,Achariaceae,Adelia,Adenopodia-type,Aegiphila-type,Aeschynomene,Aiphanes,Alchornea,Aldina,Alibertia,Alibertia-type,Allophyllus-type,Alnus,Alseis-type,Amanoa,Amanoa-type,Amaranthaceae,Ambrosia-type,Amburana,Ampelocera,anac schinopsis/ruta xanthoxylum,Anacardiaceae,Anacardiaceae indet,Anacardium-type,Anadenanthera,Anarcardiaceae,Anemopaegma,Aniba,Annonaceae,Anthodiscus,Anthurium,Anthurium-type,Antidaphne,Aparisthium cordatum,Aparisthmium,Apeiba-type,Apeiba tibourbou,Aphelandra-type,Apiaceae,Apocynaceae,Apuleia-type,Araceae,Araliaceae,Ardisia-type,Arecaceae,Aristolochiaceae,Arrabidaea,Artemisia,Asparagaceae,Aspidosperma,Asplundia,Asteraceae,Astrocaryum,Astronium,Astronium-type,Astronium fraxinifolium,Ateleia,Attalea,Avicennia,Ayenia,Bactris-type,Bactris concinna,Bactris riparia,Banara,Banisteriopsis,Bauhinia-type,Begonia,Begoniaceae,Bellucia,Bertiera,bignonaceae,Bignonia-type,Bignoniaceae,bignoniaceae undiff,Blepharandra,Bocconia,Bombacaceae,Bombax,Bonara-type,Bonnetia,Boraginaceae,Borreria,Borreria pericolporate,Bowdichia-type,Brassicaceae,Bravaisiaintegerrima,Brickellia-type,Bromeliaceae,Brongniartia,Brosimum,Brosimum-type,Buchenavia,Bunchosia-type,Bursera-type,Burseraceae,burseraceae undiff,Buxus,Byrsonima,Cactaceae,Caesalpiniaceae,Caesaria,Calophyllaceae,Calycolpus,Calyptranthes,Calyptrogyne,Campanulaceae,Canavalia-type,Capparaceae,Capparidastrum,Capparis-type,Caprifoliaceae,Caryocar,Caryocaraceae,Caryophyllaceae,Casearia,Casearia sylvestris,Cassia-type,Cassipourea,Catostemma-type,Cayaponia-type,Cecropia,Cedrela,Ceiba,Celastraceae,Celtis,Centratherum punctatum,Centropogon,Cephaelis,Ceratopteris,Ceratosantes-type,Chamaedora,Chamaedorea,Chamaesyce-type,Chamissoa-type,Chaptalia-type,Cheiloclinium,Chelonanthus,Chelyocarpus,Chiropetalum,Chloranthaceae,Chomelia,Chorisia,Chrysobalanaceae,chrysobalanceae,Chrysophyllum,Cissus-type,Citrus,Citruslimon,Clarisia,Clerodendrum,Clitoria-type,Clusia-type,Clusiaceae,Clusiella,Coccoloba,Coccoloba-type,Cocourpita,Codiaeum,Coffea,Colubrina,Combretum,Conceveiba,Connaraceae,Connarus-type,Conostegia,Convolvulaceae,Copaifera-type,Copernicia,Corchorus,Cordia,Cosmibuena,coupeia,Couratari,Couroupita-type,Coussapoa,Coussarea,Crotalaria-type,Croton,Crudia,Cucurbita-type,Cucurbitaceae,Cupania-type,Cuphea,Cupressaceae,Curatella-type,Curatella americana,Curcurbita,Cyperaceae,Dacryodes,Dalbergia-type,Dalea-type,Dalechampia,Darwiniothamnus,Davilla-type,Deguelia,Dendropanax,Dennstaedtiaceae,Desmanthus,Desmodium-type,Desmoncus-type,Dialium-type,Diclinaona,Dicliptera,Dicranostyles,Dictyocaryum-type,Didymopanax,Didymopanax-type,Dilleniaceae,Dilodendron,Dimorphandra,Dinizia-type,Diodia-type,Dioscorea-type,Diospyros,Diploon-type,Diploon cuspidatum,Dipteryx-type,Disymopanax,Dodonaea,Doliocarpus,Drypetes,Elaeis,Elaeocarpaceae,Elaphoglossum,Endlicheria,Ericaceae,Eriocaulaceae,Eriosorus,Eriotheca-type,Erithalis,Eryngium-type,Erythrina-type,Erythroxylum,Eschweilera,Espeletia,Euceraea,Eugenia,Euphorbia,Euphorbiaceae,Euterpe-type,Euterpe precatoria,Fabaceae,Fagus,Faramea,Ferdinandusa,Fevillea,Ficus,Ficus-type,Flacourtiaceae,Flueggea-type,Forsteronia,Forsteronia sp. APOCYNACEAE,Fridericia,Galactia-typw,Galium,Gallesia,Garcinia,Gentiana,Gentianaceae,Gliricidia,Glycydendron,Gnetum,Gomphrena,Gossypium,Graminae,Grias,Guapira,Guarea,Guazuma-type,Gunnera,Gustavia,Hamelia,Haplopappus,Hebepetalum,Hedyosmum,Heisteria,Helianthemum,Heliconia,Helicostylis,Heliocarpus,Heliotropium,Hemicrepidospermum,Henriettea,Herbs,Herrania-type,Heteropteris,Heteropteris-type,Hevea,Hevea-type,Hevea guianensis,Hibiscus,Hieronyma,Himatanhus obovatus,Himatanthus,Hintonia,Hippocratea,Hippomane,Hirtella,Humeriaceae,Humiria,Humiria-type,Hura,Hura-type,Hybanthus,Hydrangea,Hydrangeaceae,Hydrocharitaceae,Hyeronima,Hyeronima alchorneoides,Hymenaea,Hymenaea-type,Hyospathe-t,Hyptis-type,Ilex,indeterminate...26,indeterminate...27,Inga,Inga-type,Ipomoea,Iresine,Iriartea,Iriartea deltoidea,Iridaceae,Iryanthera,Ixora,Jacaranda,Jacquinia,Jatropa,Jatropha-type,Juglans,Jungia,Labiatae,Labiateae,Lachemilla,Lacistema,Lacmellea,Lafoensia-type,Laguncularia,Lamiaceae,Langsdorffiahypogaea,Lantana,Lathyrus/Vicia,Lauraceae,Lecythidaceae,lecythidaceae_undiff,Lecythis,Lentibulariaceae,Licania,Licaria,Licopodio,Liliaceae,Linaceae,Lippia,Lithophila,Loasaceae,Loganiaceae,Lonchocarpus-type,Loranthaceae,Lozania,Luehea,Luehea-type,Lueheopsis,Lycalopecuroides,Lysipomia,Mabea,Mabea-type,Machaerium,Machaerium-type,Machaerium macrophyllum,Machaonia,Maclura,Macoubea,Macrolobium-type,Macrolobium gracile,Malanea,Malouetia,Malouetia-type,Malpighia,Malpighiaceae,Malvaceae,Mandevilla,Mangrove,Manicaria,Manihot,Maprounea,Maquira,Marcgravia,Marcgraviaceae,Margaritaria,Marila,Maripa-type,Martiodendron-type,Mascagnia,Matayba,Matayba-type,Matisia malacocalyx,Mauria,Mauritia,Mauritia-type,Mauritiella,Mauritiella-type,Maytenus,Mecardonia,Melastcombr,Melasto/combre,Melastomaceae,Melastomataceae,Melia,Meliaceae,Meliosma,Melochia-type,Memora,Mendoncia,Menispermaceae,Merremia-type,Micandra,Miconia,Micrandra,Micropholis,Mikania,Mimosa,Mimosa-type,Mimosaceae,Mollia,Moraceae-Urticaceae,moraceae brosimumutile,Morella,Mouriri,Muehlenbeckia,Muntingia,Myristicaceae,Myrsinaceae,Myrsine,Myrsitaceae,Myrtaceae,Nectandra,Neea,Niphogeton,Obrygnia-type,Ochnaceae,Ocotea,Oenocarpus,Oleaceae,Omphalea-type,Orchidaceae,Oreopanax,Ormosia-type,Orquideaceae,Oryctanthus,Orycthanus-type,Osteophloeum,Otoba,Ouratea,Ourouma,Pachira,Pachira-type,Pachira brevipes,Palicourea,Papillionaceae,Parahancornia peruviana,Parinari,Parkinsonia,Parkinsonia-type,Paronychia,Passiflora,Paullinia,Paullinia roupala,Pausandra-type,Pediastrum,Pelatea,Peltogyne,Peltogyne-type,Pera,Peraceae,Peritassa,Philodendron,Phthirusa,Phyllanthaceae,Phyllanthus,Physalis,Phytelephas,Phytolaca,Picramnia,Pilea,Pinus,Pinzona,Piper,Piper-type,Piperaceae,Piranhea,Pithecellobium,Pityrogramma,Plantaginaceae,Platycarpum,Platymiscium-type,Plumbago,Poaceae,Podocalyx,Podocarpus,Polygala,Polygalaceae,Polygonaceae,Polygonum,Polylepis-Acaena,Polypodium,Polyscias,Pomyederiaceae,Poraqueiba,Posoqueria,Posoqueria-type,Pouroma,Pourouma,Pourouma-type,Pouteria,Pouteria caimito,Pradosia,Prestoea,Prestonia ipomaeifolia,Prionostemma,Prosopis,Proteaceae,Protium,Protium-type,Pseudobombax,Pseudocannarus,Pseudolmedia,Pseudolmedia sp. MORACEAE,Psidium,Psychotria,Psychotria-type,Psyllocarpus,Pterocarpus,Pterogyne,Quararibea,Quassia,Randia,Ranunculaceae,Rapateaceae,Razisea,Retrophyllum,Rhamnaceae,Rhamnidium,Rheedia,Rhizophora,Rhus,Richeria-type,Ricinus,Rinorea,Rivinia,Rondeletia,rosaceae...115,rosaceae...116,Roupala,Rubiaceae,Rubiaceae-Sterculiaceae,Rubus,Ruellia,Ruprechtia,Ruta,Rutaceae,Sabicea,Sacoglotis,Saliaceae,Salicaceae,Salix,Sanicula-type,Sapindaceae,Sapindus,Sapium,Sapium-type,Sapotaceae,Sapotaceae-Meliaceae,Sarcaulus,Sarcopera,Saurauia,Saxifragaceae,Schaefferia,Schaefferia-t,Scheelea,Schefflera,Schinus-type,Schnella,Schrankia,Schultesianthus,Sciadotenia,Sclerolobium,Scolopia,Scoparia,Scutia,Sebastiana,Selaginellaceae,Sellaginella,Senefeldera,Septotheca,Serjania,Sicydium,Sida,Simarouba-type,Simarouba amara,Simaroubaceae,Siparuma,Siparuna,Sloanea-type,Sloanea guianensis,Smyrnium,Socratea,Socratea exorrhiza,Solanaceae,Solanum-type,Sommera,Sophora-type,Sorocea,Spananthe,Spatiphyllum,Spermacoce,Spermacoceae,Sphinctanthus,Spilanthes,Spondias,Spondias-type,Stachytarpheta,Stellaria,Stemodia-type,Sterculia,Sterculiaceae,Stigmaphyllon,Strychnos,Stylogyne,Styrax,Swartzia-type,Syagrus-type,Symbolanthus,Symmeria,Symmeria-type,Symmeria paniculata,Symphonia-type,Symphonia globulifera,Symplocaceae,Symplocos,Syngonium,Syzygium,Tabebuia,Tabernaemontana,Tachigali-type,Talesia-type,Talisia,Tanaecium-type,Tapiria,Tapirira,Tapirira guianensis,Tapura,Teobroma,Tetracera,Tetrapterys,Tetrathylacium,Tetrorchidium,Thalictrum,Thelypteris,Theobroma-type,Thymelaeaceae,Tiliaceae,Tillandsia-type,Tontelea,Toulicia,Tournefortia,Tournefortia_hirsutissima,Tovomita,Toxicodendron,Trattinickiatype,Trema,Trema-type,Trichantheragigantea,Trichila,Trichilia-type,Triplaris,Triumfetta,Tynanthus,Tynanthus-type,Typha,Ulmus,Uncaria,Unonopsis,Valeriana,Vallea,Varronia,Verbenaceae,Vigna,Violaceae,Virola,Viscaceae,Vismia,Vitaceae,Vitex-type,Vochsyiaceae,Vochysia,Vochysiaceae,Voyria,Waltheria,Warszewiczia,Wein,Weinmannia,Wettinia,Xyridaceae,Xyris,Zanthoxylon,Zanthoxylum,Zea mays,Ziziphus,Zuelania
Costa da Terra Nova 1,0,0,0,4,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa da Terra Nova 2,0,0,0,4,0,0,8,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa da Terra Nova 3,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa da Terra Nova 4,0,0,0,2,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa da Terra Nova 5,0,0,0,3,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa da Terra Nova 6,0,0,0,4,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,73,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
